,lat,lon
2058,15.75329,103.7411
2059,15.47416,103.7732
2060,15.65133803,103.777918
2061,15.54346997,103.807887
2062,15.47415197,103.773032
2063,15.05890704,103.574243
2064,14.76541897,103.432529
2065,14.61751602,103.361818
2066,14.61768,103.3613
2067,14.4386862,101.8867125
2068,14.8448863,101.748078
2069,14.843503,101.7474384
2070,14.8020491,101.88882
2071,14.789133,101.9346704
2072,13.84597398,100.566347
2073,13.59263096,99.51078996
2074,13.58968698,99.49745804
2075,13.56230004,99.43794804
2076,13.57296702,99.43349297
2077,13.57524002,99.43338099
2078,13.59171901,99.42730403
2079,13.61740602,99.41436497
2080,15.95151803,100.114873
2081,15.95502603,100.114979
2082,16.07932596,100.122227
2083,16.14831498,100.125138
2084,16.16446003,100.126017
2085,16.16450001,100.125777
2086,16.38241399,100.133831
2087,16.58700996,100.144816
2088,16.65039198,100.150197
2089,16.752185,100.186627
2090,18.09076496,99.64779804
2091,18.10168901,99.64112998
2092,17.009277,100.321239
2093,17.34000896,100.232732
2094,17.43475297,100.227563
2095,17.45181299,100.235746
2096,17.50044596,100.229708
2097,17.563441,100.145333
2098,16.82331501,100.307087
2099,17.09541002,100.310138
2100,17.20600102,100.261756
2101,17.33779798,100.232299
2102,13.66594403,101.224466
2103,13.584814,101.27661
2104,13.58242298,101.274478
2105,13.65563404,101.364519
2106,13.748933,101.49277
2107,14.12768598,101.865403
2108,14.20630303,101.904591
2109,14.21816401,101.897631
2110,14.22602498,101.891911
2111,14.38057001,101.869593
2112,14.49578497,101.944696
2113,14.49518901,101.94421
2114,14.39242898,101.786432
2115,14.48007996,101.624089
2116,14.53165499,100.974276
2117,14.52465199,100.979738
2118,14.52508399,100.981931
2119,14.96441813,99.97320986
2120,14.95316282,99.9164844
2121,14.95536125,99.89556228
2122,14.95972035,99.86464265
2123,14.95988185,99.86257892
2124,14.97253723,99.83863657
2125,14.6575315,99.44919264
2126,14.52517489,100.9819053
2127,14.81335818,99.61987702
2128,14.81495112,99.62258588
2129,14.72892857,99.5427472
2130,14.72247277,99.53124947
2131,15.06210825,99.7753684
2132,15.08171496,99.73529042
2133,15.10294631,99.6968014
2134,14.59283812,99.47360825
2135,14.56297632,99.47282968
2136,14.4752395,99.47717161
2137,14.37418747,99.53467447
2138,14.37260853,99.53721202
2139,14.35953386,99.57233029
2140,14.36000257,99.57292503
2141,14.35546901,99.58560042
2142,14.32808043,99.65897046
2143,14.32914237,99.67041625
2144,14.33047105,99.69568878
2145,14.15918008,100.1950468
2146,14.25442516,100.0052115
2147,14.50996359,99.97298498
2148,14.50991276,99.96997813
2149,14.50991276,99.96997813
2150,14.58407529,99.96997813
2151,14.58063082,99.82546548
2152,14.58818285,99.77442589
2153,14.58995333,99.77215762
2154,14.57089893,99.75999589
2155,14.56754104,99.75276255
2156,14.5566133,99.73484808
2157,14.57272616,99.71082172
2158,14.57511106,99.699467
2159,14.57511106,99.699467
2160,14.57704824,99.69562991
2161,14.58062602,99.66858974
2162,14.58537641,99.65445603
2163,14.59599803,99.62196567
2164,14.60085269,99.51851534
2165,14.6458191,99.46047952
2166,14.67992674,99.44445512
2167,14.72509042,99.42368186
2168,14.62833351,99.4221864
2169,13.09501899,101.390295
2170,13.09469302,101.390428
2171,14.50996359,99.97298498
2172,14.50991276,99.96997813
2173,14.50991276,99.96997813
2174,14.56754104,99.75276255
2175,14.5566133,99.73484808
2176,14.57272616,99.71082172
2177,14.58537641,99.65445603
2178,14.59599803,99.62196567
2179,14.60085269,99.51851534
2180,14.6458191,99.46047952
2181,15.383743,102.463606
2182,15.38371501,102.463424
2183,15.67745998,102.576026
2184,16.04863898,102.924808
2185,16.55347397,103.63615
2186,16.64297299,103.711853
2187,16.72507499,103.758829
2188,17.31054699,103.942964
2189,17.36358901,103.828526
2190,17.36635697,103.823577
2191,17.48303801,103.73022
2192,17.570761,103.73167
2193,17.589098,103.736878
2194,17.63411896,103.798054
2195,17.69092597,103.805738
2196,17.692872,103.805955
2197,17.52922104,104.09277
2198,16.04547498,102.888489
2199,13.68105233,101.242455
2200,13.63379264,101.3212568
2201,13.6958235,101.4249276
2202,13.71284849,101.4666834
2203,13.7186683,101.4668567
2204,13.78155311,101.5490718
2205,13.76938937,101.5971917
2206,14.67984427,101.8965745
2207,14.63589812,101.8373495
2208,14.61345918,101.8780208
2209,14.5941756,101.8882667
2210,14.59290792,101.8907481
2211,14.59029227,101.8942467
2212,14.58963554,101.8927385
2213,14.58195437,101.8918545
2214,14.49313218,101.943473
2215,14.55720437,101.9657081
2216,14.77762118,101.9692718
2217,14.79791318,101.9009737
2218,14.79978863,101.8951693
2219,14.80615611,101.8636905
2220,14.84351987,101.7477754
2221,14.53204072,100.9737648
2222,14.52478375,100.9807329
